"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 2",1,0,106007,14,1,"void thrust::THRUST_200700_400000_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, 1u>(thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, unsigned long)",14,6283258415722,6283258616774,0,0,4,4,16,256,1,1,105280000,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,15,8,"__amd_rocclr_copyBuffer",15,6283258873830,6283258880766,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,16,8,"__amd_rocclr_copyBuffer",16,6283258909510,6283258917889,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,1,106007,17,14,"void arcto::lowlevel::lz4CompressBatchKernel<unsigned char>(unsigned char const* const*, unsigned long const*, unsigned char* const*, unsigned long*, unsigned short*, unsigned int, unsigned long)",17,6283258965195,6283280178293,1024,0,68,4,64,64,4,1,25600,4,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,18,8,"__amd_rocclr_copyBuffer",18,6283280412499,6283280417471,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,19,8,"__amd_rocclr_copyBuffer",19,6283282358592,6283282365046,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,1,106007,20,15,"arcto::lowlevel::lz4DecompressBatchKernel(unsigned char const* const*, unsigned long const*, unsigned long const*, unsigned long, unsigned char* const*, unsigned long*, arctoStatus_t*, bool)",20,6283282410869,6283283893400,1024,0,68,4,80,64,2,1,51200,2,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,21,8,"__amd_rocclr_copyBuffer",21,6283283958907,6283283964119,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,22,8,"__amd_rocclr_copyBuffer",22,6283283991741,6283283997393,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,23,8,"__amd_rocclr_copyBuffer",23,6283284289570,6283284294781,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,24,1,"void thrust::THRUST_200700_400000_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, 1u>(thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, unsigned long)",24,6283397753124,6283397955378,0,0,4,4,16,256,1,1,104857600,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,25,8,"__amd_rocclr_copyBuffer",25,6283397993182,6283397996991,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,26,8,"__amd_rocclr_copyBuffer",26,6283398033312,6283398039967,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,27,8,"__amd_rocclr_copyBuffer",27,6283440408860,6283440413871,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,28,1,"void thrust::THRUST_200700_400000_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, 1u>(thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, unsigned long)",28,6283462368436,6283462569207,0,0,4,4,16,256,1,1,105280000,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,29,8,"__amd_rocclr_copyBuffer",29,6283462646701,6283462650750,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,30,8,"__amd_rocclr_copyBuffer",30,6283462675445,6283462679855,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,31,14,"void arcto::lowlevel::lz4CompressBatchKernel<unsigned char>(unsigned char const* const*, unsigned long const*, unsigned char* const*, unsigned long*, unsigned short*, unsigned int, unsigned long)",31,6283462713290,6283483991715,1024,0,68,4,64,64,4,1,25600,4,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,32,8,"__amd_rocclr_copyBuffer",32,6283484158169,6283484161256,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,33,8,"__amd_rocclr_copyBuffer",33,6283486091872,6283486096803,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,34,15,"arcto::lowlevel::lz4DecompressBatchKernel(unsigned char const* const*, unsigned long const*, unsigned long const*, unsigned long, unsigned char* const*, unsigned long*, arctoStatus_t*, bool)",34,6283486132363,6283487612527,1024,0,68,4,80,64,2,1,51200,2,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,35,8,"__amd_rocclr_copyBuffer",35,6283487660154,6283487662880,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,36,8,"__amd_rocclr_copyBuffer",36,6283487684288,6283487687455,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,37,1,"void thrust::THRUST_200700_400000_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, 1u>(thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, unsigned long)",37,6283493653733,6283493855707,0,0,4,4,16,256,1,1,105280000,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,38,8,"__amd_rocclr_copyBuffer",38,6283493886536,6283493891628,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,39,8,"__amd_rocclr_copyBuffer",39,6283493915361,6283493919129,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,40,14,"void arcto::lowlevel::lz4CompressBatchKernel<unsigned char>(unsigned char const* const*, unsigned long const*, unsigned char* const*, unsigned long*, unsigned short*, unsigned int, unsigned long)",40,6283493947192,6283515259413,1024,0,68,4,64,64,4,1,25600,4,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,41,8,"__amd_rocclr_copyBuffer",41,6283515420776,6283515424264,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,42,8,"__amd_rocclr_copyBuffer",42,6283517103194,6283517110290,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,43,15,"arcto::lowlevel::lz4DecompressBatchKernel(unsigned char const* const*, unsigned long const*, unsigned long const*, unsigned long, unsigned char* const*, unsigned long*, arctoStatus_t*, bool)",43,6283517148496,6283518599635,1024,0,68,4,80,64,2,1,51200,2,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,44,8,"__amd_rocclr_copyBuffer",44,6283518645137,6283518649507,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,45,8,"__amd_rocclr_copyBuffer",45,6283518668589,6283518672478,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,46,1,"void thrust::THRUST_200700_400000_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, 1u>(thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, unsigned long)",46,6283524427076,6283524627767,0,0,4,4,16,256,1,1,105280000,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,47,8,"__amd_rocclr_copyBuffer",47,6283524657392,6283524663005,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,48,8,"__amd_rocclr_copyBuffer",48,6283524683571,6283524688943,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,49,14,"void arcto::lowlevel::lz4CompressBatchKernel<unsigned char>(unsigned char const* const*, unsigned long const*, unsigned char* const*, unsigned long*, unsigned short*, unsigned int, unsigned long)",49,6283524715683,6283545931932,1024,0,68,4,64,64,4,1,25600,4,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,50,8,"__amd_rocclr_copyBuffer",50,6283546101352,6283546104760,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,51,8,"__amd_rocclr_copyBuffer",51,6283547792631,6283547797402,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,52,15,"arcto::lowlevel::lz4DecompressBatchKernel(unsigned char const* const*, unsigned long const*, unsigned long const*, unsigned long, unsigned char* const*, unsigned long*, arctoStatus_t*, bool)",52,6283547833322,6283549302221,1024,0,68,4,80,64,2,1,51200,2,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,53,8,"__amd_rocclr_copyBuffer",53,6283549349527,6283549353897,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,54,8,"__amd_rocclr_copyBuffer",54,6283549373221,6283549377190,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,55,1,"void thrust::THRUST_200700_400000_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, 1u>(thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, unsigned long)",55,6283555140654,6283555341705,0,0,4,4,16,256,1,1,105280000,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,56,8,"__amd_rocclr_copyBuffer",56,6283555373055,6283555377706,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,57,8,"__amd_rocclr_copyBuffer",57,6283555399555,6283555403805,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,58,14,"void arcto::lowlevel::lz4CompressBatchKernel<unsigned char>(unsigned char const* const*, unsigned long const*, unsigned char* const*, unsigned long*, unsigned short*, unsigned int, unsigned long)",58,6283555430986,6283576787469,1024,0,68,4,64,64,4,1,25600,4,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,59,8,"__amd_rocclr_copyBuffer",59,6283576937005,6283576942297,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,60,8,"__amd_rocclr_copyBuffer",60,6283578621188,6283578627963,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,61,15,"arcto::lowlevel::lz4DecompressBatchKernel(unsigned char const* const*, unsigned long const*, unsigned long const*, unsigned long, unsigned char* const*, unsigned long*, arctoStatus_t*, bool)",61,6283578662079,6283580117268,1024,0,68,4,80,64,2,1,51200,2,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,62,8,"__amd_rocclr_copyBuffer",62,6283580164895,6283580167420,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,63,8,"__amd_rocclr_copyBuffer",63,6283580187946,6283580190472,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,64,1,"void thrust::THRUST_200700_400000_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, 1u>(thrust::THRUST_200700_400000_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200700_400000_NS::device_ptr<unsigned char>, unsigned char>, unsigned long, unsigned long)",64,6283585945277,6283586146569,0,0,4,4,16,256,1,1,105280000,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,65,8,"__amd_rocclr_copyBuffer",65,6283586178079,6283586182128,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,66,8,"__amd_rocclr_copyBuffer",66,6283586204499,6283586208548,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,67,14,"void arcto::lowlevel::lz4CompressBatchKernel<unsigned char>(unsigned char const* const*, unsigned long const*, unsigned char* const*, unsigned long*, unsigned short*, unsigned int, unsigned long)",67,6283586235340,6283607545401,1024,0,68,4,64,64,4,1,25600,4,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,68,8,"__amd_rocclr_copyBuffer",68,6283607706562,6283607710130,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,69,8,"__amd_rocclr_copyBuffer",69,6283609420692,6283609427668,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",2,2,106007,70,15,"arcto::lowlevel::lz4DecompressBatchKernel(unsigned char const* const*, unsigned long const*, unsigned long const*, unsigned long, unsigned char* const*, unsigned long*, arctoStatus_t*, bool)",70,6283609463267,6283610920941,1024,0,68,4,80,64,2,1,51200,2,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,71,8,"__amd_rocclr_copyBuffer",71,6283610971936,6283610974662,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,72,8,"__amd_rocclr_copyBuffer",72,6283610995669,6283610998756,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 2",1,0,106007,73,8,"__amd_rocclr_copyBuffer",73,6283611270767,6283611273734,0,0,16,0,32,512,1,1,1024,1,1
