Files,Duplicate data,Size in MB,Pages,Avg page size in KB,Max page size in KB,Ucompressed size in bytes,Compressed size in bytes,Compression ratio,Compression throughput (uncompressed) in GB/s,Decompression throughput (uncompressed) in GB/s,Compression time (ms),Decompression time (ms),Transfer H2D (ms),Transfer D2H (ms),Total time (ms),Avg chunk time (ms),Comp throughput stddev (GB/s),Decomp throughput stddev (GB/s),Comp time stddev (ms),Decomp time stddev (ms),Max abs diff,RMSE,PSNR (dB),Max rel error,Amplitude range
1,0,1073.741824,1,1073741.824000,1073741.824000,1073741824,404349392,2.66,17.97,43.68,59.760,24.583,125.820,0.000,185.580,59.759620,4.4446,6.2324,20.5490,10.5922,1.2473e-05,8.2070e-07,86.56,7.1378e-04,1.7475e-02
