Algorithm,TestFile,FileSizeBytes,FileSizeMB,ChunkSize,CompressionRatio,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs,TransferH2DMs,TransferD2HMs,TotalTimeMs,AvgChunkTimeMs,CompThroughputStdDev,DecompThroughputStdDev,CompTimeStdDevMs,DecompTimeStdDevMs,NodeName,GPU,GPUArch,EnvLabel,Iterations,Warmup,Timestamp
lz4,large_TTI_1024.bin,719323136,686.00,65536,1.04,2.38,102.43,302.708,7.023,111.599,107.482,521.788,0.027579,0.0125,0.3997,1.5951,0.0273,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,large_binary_1024.bin,1073741824,1024.00,65536,3.25,7.83,260.49,137.090,4.122,170.109,52.314,359.513,0.008367,0.1340,3.4928,2.4501,0.0554,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,large_random_1024.bin,1073741824,1024.00,65536,1.00,2.52,173.67,425.795,6.183,209.523,210.348,845.667,0.025988,0.0381,4.8885,6.6721,0.1836,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,large_zeros_1024.bin,1073741824,1024.00,65536,245.45,226.65,521.60,4.737,2.059,167.671,0.683,173.091,0.000289,1.7992,5.7655,0.0374,0.0227,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,medium_TTI_100.bin,104857600,100.00,65536,1.06,2.08,42.10,50.479,2.490,16.449,15.580,82.507,0.031549,0.1138,1.5783,2.6068,0.0882,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,medium_binary_100.bin,104857600,100.00,65536,3.26,5.82,135.36,18.019,0.775,20.788,6.377,45.184,0.011262,0.0107,1.0546,0.0331,0.0060,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,medium_random_100.bin,104857600,100.00,65536,1.00,2.23,93.71,47.060,1.119,16.624,16.689,80.374,0.029413,0.0024,0.5222,0.0505,0.0062,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,medium_zeros_100.bin,104857600,100.00,65536,245.45,131.69,279.37,0.796,0.375,20.247,0.082,21.126,0.000498,0.8896,2.8046,0.0054,0.0038,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,small_TTI_10.bin,10485760,10.00,65536,1.65,0.43,5.39,24.114,1.944,1.722,1.044,26.880,0.150716,0.0038,0.0172,0.2147,0.0062,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,small_binary_10.bin,10485760,10.00,65536,3.26,0.75,24.10,14.000,0.435,1.664,0.511,16.175,0.087498,0.0005,0.2068,0.0095,0.0037,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,small_random_10.bin,10485760,10.00,65536,1.00,0.71,24.62,14.695,0.426,2.136,2.144,18.975,0.091844,0.0006,0.0716,0.0124,0.0012,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,small_zeros_10.bin,10485760,10.00,65536,245.45,19.82,73.55,0.529,0.143,1.684,0.007,2.220,0.003306,0.1174,0.8483,0.0032,0.0017,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,xlarge_TTI_4096.bin,3956277248,3773.00,65536,1.04,2.51,186.19,1574.292,21.248,893.445,860.672,3328.409,0.026078,0.0026,0.5352,1.6469,0.0612,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,xlarge_binary_4096.bin,4294967296,4096.00,65536,3.26,7.68,314.87,559.432,13.641,1009.756,309.798,1878.986,0.008536,0.0116,0.5423,0.8424,0.0235,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,xlarge_random_4096.bin,4294967296,4096.00,65536,1.00,2.42,185.85,1773.073,23.110,834.228,837.511,3444.812,0.027055,0.0011,0.5927,0.7977,0.0737,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
lz4,xlarge_zeros_4096.bin,4294967296,4096.00,65536,245.45,260.78,566.37,16.470,7.583,875.298,3.566,895.333,0.000251,0.6030,0.9284,0.0382,0.0124,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,large_TTI_1024.bin,719323136,686.00,65536,1.03,25.41,100.27,28.312,7.174,118.683,114.696,261.692,0.002579,0.0683,0.3744,0.0763,0.0266,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,large_binary_1024.bin,1073741824,1024.00,65536,2.95,22.12,106.40,48.537,10.091,242.552,82.123,373.212,0.002962,0.0553,0.1593,0.1213,0.0151,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,large_random_1024.bin,1073741824,1024.00,65536,0.99,26.92,124.39,39.886,8.632,168.963,170.291,379.141,0.002434,0.5729,0.4329,0.8755,0.0298,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,large_zeros_1024.bin,1073741824,1024.00,65536,21.30,19.58,74.89,54.837,14.338,265.328,12.458,332.623,0.003347,0.6053,0.1085,1.7880,0.0208,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,medium_TTI_100.bin,104857600,100.00,65536,1.05,20.60,79.22,5.089,1.324,20.360,19.365,44.814,0.003181,0.3830,1.3656,0.0966,0.0229,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,medium_binary_100.bin,104857600,100.00,65536,2.96,18.02,83.97,5.820,1.249,21.897,7.397,35.115,0.003638,0.3501,1.1099,0.1152,0.0168,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,medium_random_100.bin,104857600,100.00,65536,0.99,21.47,96.32,4.884,1.089,16.307,16.435,37.627,0.003053,0.3002,0.7583,0.0687,0.0086,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,medium_zeros_100.bin,104857600,100.00,65536,21.30,15.38,55.75,6.816,1.881,20.325,0.954,28.096,0.004260,0.2554,0.2845,0.1142,0.0096,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,small_TTI_10.bin,10485760,10.00,65536,1.60,5.24,14.65,2.000,0.716,2.189,1.367,5.557,0.012501,0.0210,0.0469,0.0080,0.0023,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,small_binary_10.bin,10485760,10.00,65536,2.96,5.34,20.15,1.964,0.520,1.677,0.567,4.208,0.012274,0.0074,0.0695,0.0027,0.0018,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,small_random_10.bin,10485760,10.00,65536,0.99,7.62,30.37,1.375,0.345,1.659,1.672,4.706,0.008597,0.0116,0.4798,0.0021,0.0056,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,small_zeros_10.bin,10485760,10.00,65536,21.30,4.85,14.61,2.163,0.718,1.666,0.078,3.907,0.013519,0.0111,0.0506,0.0049,0.0025,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,xlarge_TTI_4096.bin,3956277248,3773.00,65536,1.03,26.67,107.97,148.316,36.641,613.490,592.948,1354.754,0.002457,0.0215,0.3994,0.1194,0.1344,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,xlarge_binary_4096.bin,4294967296,4096.00,65536,2.96,22.49,108.28,190.955,39.665,955.160,322.726,1468.841,0.002914,0.0164,0.0469,0.1395,0.0172,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,xlarge_random_4096.bin,4294967296,4096.00,65536,0.99,27.68,127.93,155.153,33.572,932.869,940.200,2028.221,0.002367,0.1861,0.5232,1.0534,0.1358,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
snappy,xlarge_zeros_4096.bin,4294967296,4096.00,65536,21.30,20.28,79.81,211.815,53.815,1127.191,52.923,1391.929,0.003232,0.0183,0.0582,0.1916,0.0393,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,large_TTI_1024.bin,719323136,686.00,65536,1.03,35.30,225.15,20.375,3.195,113.685,110.850,244.910,0.001856,0.0314,1.1691,0.0181,0.0166,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,large_binary_1024.bin,1073741824,1024.00,65536,3.03,46.58,125.24,23.052,8.573,242.927,80.065,346.044,0.001407,2.6389,1.6877,1.5315,0.1168,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,large_random_1024.bin,1073741824,1024.00,65536,1.00,33.96,299.05,31.617,3.590,200.968,200.993,433.578,0.001930,0.0115,4.5806,0.0107,0.0541,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,large_zeros_1024.bin,1073741824,1024.00,65536,92.04,116.54,66.86,9.213,16.059,206.308,2.241,217.763,0.000562,0.0937,2.5713,0.0074,0.6867,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,medium_TTI_100.bin,104857600,100.00,65536,1.04,32.71,118.58,3.205,0.884,16.809,16.126,36.140,0.002003,0.1569,1.2752,0.0154,0.0095,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,medium_binary_100.bin,104857600,100.00,65536,3.04,40.98,113.16,2.559,0.927,20.177,6.635,29.370,0.001599,0.1426,1.1974,0.0089,0.0098,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,medium_random_100.bin,104857600,100.00,65536,1.00,31.09,149.53,3.372,0.701,16.479,16.481,36.333,0.002108,0.0820,0.9289,0.0089,0.0044,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,medium_zeros_100.bin,104857600,100.00,65536,92.04,107.31,63.27,0.977,1.657,16.448,0.179,17.604,0.000611,0.6783,0.1422,0.0062,0.0037,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,small_TTI_10.bin,10485760,10.00,65536,1.61,14.51,25.20,0.723,0.416,1.660,1.029,3.411,0.004518,0.0581,0.1439,0.0029,0.0024,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,small_binary_10.bin,10485760,10.00,65536,3.04,14.40,39.12,0.728,0.268,1.663,0.547,2.938,0.004550,0.0583,0.4306,0.0030,0.0030,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,small_random_10.bin,10485760,10.00,65536,1.00,13.81,116.24,0.759,0.090,1.666,1.667,4.092,0.004745,0.1096,1.9832,0.0061,0.0016,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,small_zeros_10.bin,10485760,10.00,65536,92.04,45.21,25.94,0.232,0.404,1.659,0.018,1.909,0.001450,0.6303,0.2076,0.0034,0.0033,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,xlarge_TTI_4096.bin,3956277248,3773.00,65536,1.03,35.85,256.60,110.358,15.418,692.897,675.590,1478.846,0.001828,0.0079,1.4315,0.0245,0.0848,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
cascaded,xlarge_binary_4096.bin,4294967296,4096.00,65536,3.04,48.11,128.75,89.272,33.359,833.940,274.266,1197.478,0.001362,0.4395,0.1856,0.8358,0.0481,larochette-2,AMD Instinct MI210,gfx90a,MI210,10,2,20260317_193810
