GPUArch,EnvLabel,Campaign,Mode,ChunkSize,ChunkSizeKiB,Algorithm,Dataset,Size,FileSizeMB,CompressionRatio,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs,TransferH2DMs,TransferD2HMs,TotalTimeMs
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,4194304,4096,snappy,tti,large,686.00,1.03,6.89,21.31,104.362,33.759,13.113,12.671,130.146
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,4194304,4096,snappy,tti,medium,100.00,1.05,1.08,3.17,96.864,33.041,1.928,1.833,100.624
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,4194304,4096,cascaded,tti,large,686.00,1.02,18.56,37.18,38.753,19.347,14.067,13.768,66.588
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,4194304,4096,cascaded,tti,medium,100.00,1.04,3.04,5.53,34.518,18.962,1.928,1.855,38.300
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,65536,64,lz4,tti,large,686.00,1.04,12.02,304.07,59.821,2.366,13.088,12.605,85.514
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,65536,64,lz4,tti,medium,100.00,1.06,4.89,71.42,21.450,1.468,1.928,1.826,25.205
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,65536,64,snappy,tti,large,686.00,1.03,83.77,298.07,8.587,2.413,13.086,12.646,34.319
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,65536,64,snappy,tti,medium,100.00,1.05,59.82,184.27,1.753,0.569,1.932,1.838,5.523
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,65536,64,cascaded,tti,large,686.00,1.03,126.81,617.98,5.673,1.164,13.089,12.763,31.525
gfx942,MI300X,MI300X_CHUNK_SWEEP_20260518_041914,pinned,65536,64,cascaded,tti,medium,100.00,1.04,90.60,291.22,1.157,0.360,1.930,1.851,4.938
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,16384,16,lz4,tti,large,686.00,1.04,16.89,678.86,42.586,1.060,329.168,316.771,688.526
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,16384,16,lz4,tti,medium,100.00,1.06,11.81,230.95,8.879,0.454,30.936,29.280,69.095
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,16384,16,snappy,tti,large,686.00,1.03,98.59,305.13,7.296,2.357,305.084,294.950,607.331
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,16384,16,snappy,tti,medium,100.00,1.05,89.54,292.13,1.171,0.359,28.286,26.915,56.371
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,16384,16,cascaded,tti,large,686.00,1.03,124.56,748.61,5.775,0.961,250.094,242.867,498.736
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,16384,16,cascaded,tti,medium,100.00,1.05,115.88,623.68,0.905,0.168,24.108,23.033,48.046
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,32768,32,lz4,tti,large,686.00,1.04,11.61,191.33,61.950,3.760,226.366,217.964,506.280
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,32768,32,lz4,tti,medium,100.00,1.06,6.48,90.61,16.180,1.157,30.808,29.172,76.160
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,32768,32,snappy,tti,large,686.00,1.03,92.57,310.36,7.770,2.318,231.247,223.510,462.527
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,32768,32,snappy,tti,medium,100.00,1.05,76.53,255.15,1.370,0.411,32.876,31.275,65.522
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,32768,32,cascaded,tti,large,686.00,1.03,122.23,731.57,5.885,0.983,211.151,205.206,422.242
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,32768,32,cascaded,tti,medium,100.00,1.05,110.37,491.77,0.950,0.213,30.530,29.192,60.672
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,65536,64,lz4,tti,large,686.00,1.04,12.07,310.03,59.619,2.320,136.693,131.651,327.963
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,65536,64,lz4,tti,medium,100.00,1.06,4.88,71.95,21.488,1.457,17.726,16.789,56.003
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,65536,64,snappy,tti,large,686.00,1.03,83.42,297.44,8.623,2.418,121.221,117.148,246.992
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,65536,64,snappy,tti,medium,100.00,1.05,60.10,184.33,1.745,0.569,16.418,15.616,33.778
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,65536,64,cascaded,tti,large,686.00,1.03,118.49,612.86,6.071,1.174,114.495,111.640,232.207
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,65536,64,cascaded,tti,medium,100.00,1.04,90.97,292.04,1.153,0.359,16.567,15.894,33.614
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,8192,8,lz4,tti,large,686.00,1.04,18.13,719.41,39.674,1.000,340.116,327.377,707.167
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,8192,8,lz4,tti,medium,100.00,1.06,14.81,348.63,7.082,0.301,70.056,66.317,143.455
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,8192,8,snappy,tti,large,686.00,1.03,100.98,288.76,7.123,2.491,539.956,522.166,1069.246
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,8192,8,snappy,tti,medium,100.00,1.05,94.63,307.24,1.108,0.341,46.813,44.557,92.478
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,8192,8,cascaded,tti,large,686.00,1.03,126.54,646.28,5.685,1.113,441.808,428.442,875.935
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,baseline,8192,8,cascaded,tti,medium,100.00,1.05,124.64,682.00,0.841,0.154,56.632,54.031,111.504
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,16384,16,lz4,tti,large,686.00,1.04,16.90,681.98,42.565,1.055,13.164,12.668,68.396
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,16384,16,lz4,tti,medium,100.00,1.06,11.82,230.97,8.868,0.454,1.930,1.827,12.624
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,16384,16,snappy,tti,large,686.00,1.03,98.76,305.86,7.284,2.352,14.038,13.572,34.893
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,16384,16,snappy,tti,medium,100.00,1.05,89.60,304.61,1.170,0.344,1.926,1.833,4.929
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,16384,16,cascaded,tti,large,686.00,1.03,124.33,749.47,5.786,0.960,13.879,13.478,33.142
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,16384,16,cascaded,tti,medium,100.00,1.05,115.93,622.87,0.905,0.168,1.925,1.840,4.669
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,32768,32,lz4,tti,large,686.00,1.04,11.77,193.94,61.140,3.709,14.047,13.526,88.713
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,32768,32,lz4,tti,medium,100.00,1.06,6.61,90.57,15.871,1.158,1.926,1.824,19.621
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,32768,32,snappy,tti,large,686.00,1.03,89.62,309.30,8.027,2.326,13.080,12.642,33.749
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,32768,32,snappy,tti,medium,100.00,1.05,76.52,255.15,1.370,0.411,1.929,1.835,5.134
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,32768,32,cascaded,tti,large,686.00,1.03,121.98,731.26,5.897,0.984,14.023,13.628,33.547
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,32768,32,cascaded,tti,medium,100.00,1.05,109.97,485.47,0.953,0.216,1.951,1.866,4.770
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,65536,64,lz4,tti,large,686.00,1.04,12.04,307.23,59.756,2.341,13.100,12.617,85.473
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,65536,64,lz4,tti,medium,100.00,1.06,4.88,71.82,21.503,1.460,1.928,1.826,25.256
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,65536,64,snappy,tti,large,686.00,1.03,83.61,298.16,8.603,2.413,14.030,13.559,36.192
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,65536,64,snappy,tti,medium,100.00,1.05,59.67,183.98,1.757,0.570,1.930,1.836,5.524
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,65536,64,cascaded,tti,large,686.00,1.03,126.85,618.08,5.671,1.164,14.029,13.679,33.378
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,65536,64,cascaded,tti,medium,100.00,1.04,90.07,288.69,1.164,0.363,1.981,1.901,5.046
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,8192,8,lz4,tti,large,686.00,1.04,18.05,718.92,39.861,1.001,14.044,13.518,67.423
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,8192,8,lz4,tti,medium,100.00,1.06,14.02,342.99,7.478,0.306,1.926,1.823,11.227
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,8192,8,snappy,tti,large,686.00,1.03,100.86,287.91,7.132,2.498,13.970,13.510,34.612
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,8192,8,snappy,tti,medium,100.00,1.05,95.30,306.25,1.100,0.342,1.955,1.861,4.916
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,8192,8,cascaded,tti,large,686.00,1.03,126.55,664.27,5.684,1.083,13.081,12.686,31.451
gfx942,MI300X,MI300X_CHUNK_SWEEP_SMALL_20260518_043136,pinned,8192,8,cascaded,tti,medium,100.00,1.05,123.73,674.35,0.848,0.155,1.927,1.838,4.612
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,1048576,1024,lz4,tti,medium,100.00,1.06,0.43,11.65,243.855,9.004,6.124,5.802,255.782
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,1048576,1024,snappy,tti,medium,100.00,1.05,3.39,9.50,30.900,11.037,13.767,13.093,57.760
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,1048576,1024,cascaded,tti,medium,100.00,1.04,9.43,17.25,11.114,6.078,11.286,10.859,33.259
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,1048576,1024,lz4,tti,large,1024.00,1.03,2.14,78.08,501.368,13.751,139.743,135.124,776.234
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,1048576,1024,snappy,tti,large,1024.00,1.03,16.14,77.72,66.521,13.815,81.692,79.215,227.429
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,1048576,1024,cascaded,tti,large,1024.00,1.02,29.04,127.02,36.978,8.453,81.129,79.635,197.742
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,16384,16,lz4,tti,medium,100.00,1.06,2.72,128.88,38.497,0.814,24.741,23.416,86.653
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,16384,16,snappy,tti,medium,100.00,1.05,25.80,68.76,4.064,1.525,38.465,36.600,79.128
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,16384,16,cascaded,tti,medium,100.00,1.05,33.00,205.88,3.177,0.509,39.559,37.795,80.531
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,16384,16,lz4,tti,large,1024.00,1.04,2.84,184.82,378.673,5.810,251.884,243.301,873.859
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,16384,16,snappy,tti,large,1024.00,1.03,27.67,96.37,38.805,11.142,369.333,358.338,766.477
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,16384,16,cascaded,tti,large,1024.00,1.03,33.43,283.42,32.120,3.789,412.196,401.751,846.068
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,262144,256,lz4,tti,medium,100.00,1.06,1.44,28.28,72.687,3.708,12.091,11.453,96.231
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,262144,256,snappy,tti,medium,100.00,1.05,12.27,36.04,8.544,2.909,6.931,6.592,22.066
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,262144,256,cascaded,tti,medium,100.00,1.04,31.99,60.43,3.278,1.735,10.589,10.190,24.057
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,262144,256,lz4,tti,large,1024.00,1.03,2.19,72.95,491.200,14.719,85.204,82.385,658.789
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,262144,256,snappy,tti,large,1024.00,1.03,22.92,102.73,46.856,10.452,89.440,86.732,223.028
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,262144,256,cascaded,tti,large,1024.00,1.02,34.17,215.66,31.421,4.979,129.043,126.668,287.132
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,32768,32,lz4,tti,medium,100.00,1.06,2.21,54.86,47.397,1.911,51.196,48.478,147.071
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,32768,32,snappy,tti,medium,100.00,1.05,23.70,84.90,4.425,1.235,33.593,31.956,69.974
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,32768,32,cascaded,tti,medium,100.00,1.05,31.89,177.91,3.288,0.589,31.242,29.873,64.403
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,32768,32,lz4,tti,large,1024.00,1.03,2.61,135.69,411.244,7.913,282.076,272.618,965.938
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,32768,32,snappy,tti,large,1024.00,1.03,26.68,101.44,40.250,10.585,300.033,291.028,631.312
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,32768,32,cascaded,tti,large,1024.00,1.03,33.40,284.78,32.149,3.770,279.312,272.441,583.903
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,4194304,4096,lz4,tti,medium,100.00,1.06,0.11,3.13,918.110,33.467,5.841,5.533,929.484
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,4194304,4096,snappy,tti,medium,100.00,1.05,0.87,2.35,120.384,44.579,6.465,6.148,132.996
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,4194304,4096,cascaded,tti,medium,100.00,1.04,2.40,3.95,43.712,26.515,5.510,5.302,54.524
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,4194304,4096,lz4,tti,large,1024.00,1.03,1.03,32.41,1040.533,33.128,54.979,53.162,1148.674
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,4194304,4096,snappy,tti,large,1024.00,1.03,7.95,24.30,134.995,44.184,73.943,71.701,280.639
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,4194304,4096,cascaded,tti,large,1024.00,1.02,21.85,43.67,49.146,24.587,57.598,56.576,163.320
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,65536,64,lz4,tti,medium,100.00,1.06,1.95,41.27,53.797,2.541,15.475,14.657,83.929
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,65536,64,snappy,tti,medium,100.00,1.05,20.67,79.31,5.074,1.322,18.645,17.734,41.453
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,65536,64,cascaded,tti,medium,100.00,1.04,32.53,117.85,3.224,0.890,19.229,18.447,40.900
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,65536,64,lz4,tti,large,1024.00,1.03,2.39,125.76,448.365,8.538,356.626,344.758,1149.748
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,65536,64,snappy,tti,large,1024.00,1.03,25.71,105.09,41.757,10.217,192.143,186.350,420.251
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,65536,64,cascaded,tti,large,1024.00,1.02,35.22,237.81,30.483,4.515,160.476,157.047,348.006
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,8192,8,lz4,tti,medium,100.00,1.06,3.15,180.84,33.286,0.580,44.419,42.048,119.754
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,8192,8,snappy,tti,medium,100.00,1.05,26.80,84.25,3.912,1.245,44.418,42.277,90.606
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,8192,8,cascaded,tti,medium,100.00,1.05,33.68,194.83,3.114,0.538,65.999,62.968,132.081
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,8192,8,lz4,tti,large,1024.00,1.04,3.18,229.93,337.635,4.670,487.139,470.642,1295.416
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,8192,8,snappy,tti,large,1024.00,1.03,27.80,89.77,38.624,11.960,454.270,440.869,933.763
gfx90a,MI210,MI210_CHUNK_SWEEP_20260527_051510,baseline,8192,8,cascaded,tti,large,1024.00,1.03,33.80,239.06,31.763,4.492,456.037,443.862,931.662
