Algorithm,TestFile,FileSizeBytes,FileSizeMB,ChunkSize,CompressionRatio,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs,TransferH2DMs,TransferD2HMs,TotalTimeMs,AvgChunkTimeMs,CompThroughputStdDev,DecompThroughputStdDev,CompTimeStdDevMs,DecompTimeStdDevMs,NodeName,GPU,GPUArch,EnvLabel,Iterations,Warmup,Timestamp,Mode,ZfpParam,AllocMs,MemcpyH2HMs,PeakPinnedBytes,AdaptiveWindowBytes,AdaptiveNumWindows,MaxAbsDiff,RMSE,PSNR,MaxRelErr,AmplitudeRange,Campaign
cascaded,medium_binary_100.bin,104857600,100.0,65536,2.56,67.83,91.17,1.546,1.150,4.173,1.628,7.347,0.000966,10.0927,14.6955,0.3480,0.2630,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.497,5.853,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
cascaded,medium_binary_100.bin,104857600,100.0,65536,2.56,75.59,103.36,1.387,1.015,15.237,5.946,22.571,0.000867,0.4127,2.7902,0.0076,0.0288,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,medium_binary_100.bin,104857600,100.0,65536,2.56,69.45,93.02,1.510,1.127,4.550,1.776,7.836,0.000944,8.9140,13.5779,0.2824,0.2376,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,24.107,8.146,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,medium_binary_100.bin,104857600,100.0,65536,3.24,18.27,198.27,5.739,0.529,4.010,1.237,10.986,0.003587,1.4062,11.2718,0.6457,0.0358,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.421,5.842,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
lz4,medium_binary_100.bin,104857600,100.0,65536,3.24,19.23,203.48,5.454,0.515,14.960,4.614,25.028,0.003409,0.4529,2.5152,0.1286,0.0065,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,medium_binary_100.bin,104857600,100.0,65536,3.24,18.87,199.53,5.556,0.526,4.215,1.300,11.071,0.003473,1.1197,8.6297,0.4344,0.0267,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,23.243,8.980,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,medium_binary_100.bin,104857600,100.0,65536,2.00,24.50,85.92,4.281,1.220,4.284,2.144,10.709,0.002675,2.5709,9.5111,0.7384,0.2233,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,14.845,6.096,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
snappy,medium_binary_100.bin,104857600,100.0,65536,2.00,25.80,90.73,4.065,1.156,15.121,7.566,26.752,0.002541,0.0903,1.1178,0.0142,0.0145,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,medium_binary_100.bin,104857600,100.0,65536,2.00,24.91,87.69,4.209,1.196,4.096,2.049,10.354,0.002631,2.0611,7.2476,0.5165,0.1418,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,23.455,8.923,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,small_binary_10.bin,10485760,10.0,65536,2.56,37.80,53.25,0.277,0.197,0.562,0.220,1.059,0.001734,2.8087,3.6215,0.0224,0.0145,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.321,0.485,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
cascaded,small_binary_10.bin,10485760,10.0,65536,2.56,40.04,56.23,0.262,0.186,1.697,0.662,2.622,0.001637,0.5491,0.7454,0.0037,0.0025,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,small_binary_10.bin,10485760,10.0,65536,2.56,38.52,54.29,0.272,0.193,0.564,0.220,1.056,0.001701,2.3775,2.9436,0.0185,0.0113,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.256,0.452,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,small_binary_10.bin,10485760,10.0,65536,3.24,5.65,64.06,1.857,0.164,0.552,0.170,2.579,0.011604,0.1753,1.3024,0.0658,0.0035,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.362,0.584,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
lz4,small_binary_10.bin,10485760,10.0,65536,3.24,5.70,64.38,1.839,0.163,1.612,0.497,3.949,0.011494,0.0187,1.0063,0.0060,0.0026,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,small_binary_10.bin,10485760,10.0,65536,3.24,5.65,64.44,1.855,0.163,0.560,0.173,2.588,0.011591,0.1707,1.3556,0.0638,0.0036,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.217,0.508,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,small_binary_10.bin,10485760,10.0,65536,2.00,10.72,24.56,0.978,0.427,0.553,0.277,1.809,0.006114,0.4772,0.9529,0.0500,0.0187,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.309,0.556,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
snappy,small_binary_10.bin,10485760,10.0,65536,2.00,11.12,25.20,0.943,0.416,1.637,0.820,3.400,0.005894,0.0506,0.1167,0.0044,0.0019,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,small_binary_10.bin,10485760,10.0,65536,2.00,10.76,24.66,0.975,0.425,0.573,0.287,1.836,0.006092,0.4099,0.7634,0.0423,0.0147,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.234,0.453,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,large_binary_1024.bin,1073741824,1024.0,65536,2.56,85.24,68.60,12.597,15.651,39.682,15.486,67.764,0.000769,0.6249,0.4195,0.0950,0.0955,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.501,61.941,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
cascaded,large_binary_1024.bin,1073741824,1024.0,65536,2.56,85.06,68.83,12.624,15.599,154.625,60.344,227.592,0.000770,0.2710,0.4636,0.0403,0.1052,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,large_binary_1024.bin,1073741824,1024.0,65536,2.56,85.18,68.62,12.605,15.648,39.209,15.302,67.116,0.000769,0.3862,0.5203,0.0572,0.1190,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,239.598,93.346,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,large_binary_1024.bin,1073741824,1024.0,65536,3.24,27.77,184.16,38.660,5.830,39.507,12.184,90.351,0.002360,0.1413,4.0342,0.1966,0.1242,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.218,63.047,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
lz4,large_binary_1024.bin,1073741824,1024.0,65536,3.24,27.86,183.38,38.544,5.855,154.973,47.792,241.309,0.002353,0.1314,3.5992,0.1825,0.1102,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,large_binary_1024.bin,1073741824,1024.0,65536,3.24,27.84,193.19,38.575,5.558,38.960,12.015,89.550,0.002354,0.1938,3.3589,0.2702,0.1014,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,240.400,96.069,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,large_binary_1024.bin,1073741824,1024.0,65536,2.00,28.67,56.28,37.457,19.080,39.862,19.954,97.273,0.002286,0.0743,0.2899,0.0977,0.0982,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.245,62.946,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
snappy,large_binary_1024.bin,1073741824,1024.0,65536,2.00,28.66,56.61,37.467,18.968,155.046,77.613,270.125,0.002287,0.0378,0.3757,0.0494,0.1257,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,large_binary_1024.bin,1073741824,1024.0,65536,2.00,28.66,56.55,37.469,18.986,39.242,19.644,96.355,0.002287,0.0481,0.3974,0.0627,0.1331,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,240.245,95.817,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,xlarge_binary_4096.bin,4294967296,4096.0,65536,2.56,82.56,101.37,52.025,42.369,157.322,61.396,270.744,0.000794,0.2554,0.3491,0.1597,0.1457,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.193,250.168,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
cascaded,xlarge_binary_4096.bin,4294967296,4096.0,65536,2.56,82.34,101.27,52.162,42.412,642.034,250.560,944.756,0.000796,0.2937,0.2877,0.1862,0.1205,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,xlarge_binary_4096.bin,4294967296,4096.0,65536,2.56,82.43,101.36,52.107,42.372,155.583,60.718,268.408,0.000795,0.2113,0.3172,0.1340,0.1326,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,918.148,383.700,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_binary_4096.bin,4294967296,4096.0,65536,3.24,28.75,226.27,149.406,18.982,154.861,47.758,352.025,0.002280,0.1308,0.7559,0.6761,0.0634,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.322,248.704,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_binary_4096.bin,4294967296,4096.0,65536,3.24,28.80,226.33,149.147,18.977,640.994,197.676,987.817,0.002276,0.1139,0.7630,0.5924,0.0639,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_binary_4096.bin,4294967296,4096.0,65536,3.24,28.74,226.28,149.462,18.981,158.922,49.010,357.393,0.002281,0.0944,0.7364,0.4911,0.0619,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,909.007,340.198,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_binary_4096.bin,4294967296,4096.0,65536,2.00,29.06,79.96,147.799,53.716,155.531,77.842,381.172,0.002255,0.0151,0.1925,0.0767,0.1294,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.339,250.794,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_binary_4096.bin,4294967296,4096.0,65536,2.00,29.07,79.89,147.769,53.762,641.397,321.013,1110.179,0.002255,0.0181,0.2101,0.0921,0.1415,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_binary_4096.bin,4294967296,4096.0,65536,2.00,29.07,79.82,147.767,53.809,155.666,77.909,381.342,0.002255,0.0191,0.2205,0.0970,0.1487,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,923.123,384.279,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,medium_random_100.bin,104857600,100.0,65536,1.00,47.41,323.09,2.212,0.325,4.382,4.383,10.977,0.001382,7.3813,13.6259,0.4981,0.0157,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.355,5.926,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
cascaded,medium_random_100.bin,104857600,100.0,65536,1.00,53.56,328.80,1.958,0.319,15.863,15.865,33.686,0.001224,0.3983,2.4118,0.0147,0.0023,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,medium_random_100.bin,104857600,100.0,65536,1.00,49.19,324.55,2.132,0.323,4.512,4.513,11.156,0.001332,6.2571,10.6691,0.3856,0.0120,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,23.252,8.969,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,medium_random_100.bin,104857600,100.0,65536,1.00,5.62,171.50,18.667,0.611,4.349,4.366,27.381,0.011667,0.1662,2.2087,0.6275,0.0083,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.216,5.955,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
lz4,medium_random_100.bin,104857600,100.0,65536,1.00,5.68,171.79,18.450,0.610,15.153,15.213,48.816,0.011531,0.0570,0.9831,0.1881,0.0035,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,medium_random_100.bin,104857600,100.0,65536,1.00,5.65,171.21,18.554,0.612,4.150,4.166,26.870,0.011596,0.1137,1.9178,0.3951,0.0071,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,23.251,9.103,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,medium_random_100.bin,104857600,100.0,65536,0.99,23.60,114.48,4.443,0.916,4.229,4.263,12.935,0.002777,2.4074,11.3843,0.7392,0.1406,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.458,5.972,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
snappy,medium_random_100.bin,104857600,100.0,65536,0.99,24.80,119.78,4.228,0.875,15.203,15.322,34.753,0.002643,0.0821,1.8078,0.0140,0.0137,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,medium_random_100.bin,104857600,100.0,65536,0.99,24.01,116.11,4.367,0.903,4.383,4.417,13.168,0.002729,1.8922,8.9443,0.4945,0.0950,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,23.067,9.075,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,small_random_10.bin,10485760,10.0,65536,1.00,27.34,212.29,0.384,0.049,0.551,0.551,1.485,0.002397,1.9003,6.6730,0.0287,0.0016,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.235,0.392,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
cascaded,small_random_10.bin,10485760,10.0,65536,1.00,28.22,191.55,0.372,0.055,1.690,1.691,3.753,0.002323,0.3410,1.7157,0.0046,0.0005,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,small_random_10.bin,10485760,10.0,65536,1.00,26.95,188.68,0.389,0.056,0.582,0.582,1.554,0.002432,1.6614,3.9024,0.0257,0.0012,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.214,0.410,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,small_random_10.bin,10485760,10.0,65536,1.00,1.89,42.96,5.559,0.244,0.541,0.544,6.644,0.034746,0.0498,0.2489,0.1694,0.0014,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.342,0.623,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
lz4,small_random_10.bin,10485760,10.0,65536,1.00,1.90,42.97,5.527,0.244,1.650,1.657,8.834,0.034544,0.0053,0.1719,0.0155,0.0010,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,small_random_10.bin,10485760,10.0,65536,1.00,1.89,42.92,5.546,0.244,0.562,0.564,6.672,0.034660,0.0378,0.1593,0.1234,0.0009,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.199,0.407,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,small_random_10.bin,10485760,10.0,65536,0.99,9.55,37.22,1.098,0.282,0.589,0.594,2.281,0.006864,0.3878,1.2053,0.0506,0.0102,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.216,0.357,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
snappy,small_random_10.bin,10485760,10.0,65536,0.99,9.70,37.68,1.081,0.278,1.684,1.697,4.461,0.006755,0.0482,0.1055,0.0054,0.0008,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,small_random_10.bin,10485760,10.0,65536,0.99,9.58,37.31,1.095,0.281,0.575,0.580,2.249,0.006841,0.3746,1.2124,0.0484,0.0102,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.225,0.441,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,large_random_1024.bin,1073741824,1024.0,65536,1.00,58.78,279.26,18.267,3.845,38.921,38.925,96.113,0.001115,0.2554,1.4745,0.0797,0.0203,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.895,63.359,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
cascaded,large_random_1024.bin,1073741824,1024.0,65536,1.00,58.75,279.78,18.277,3.838,154.863,154.882,328.021,0.001116,0.2770,1.6527,0.0865,0.0225,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,large_random_1024.bin,1073741824,1024.0,65536,1.00,58.75,280.28,18.277,3.831,38.897,38.902,96.076,0.001116,0.2518,1.9147,0.0784,0.0261,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,240.254,95.231,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,large_random_1024.bin,1073741824,1024.0,65536,1.00,7.14,183.49,150.477,5.852,39.582,39.738,229.797,0.009184,0.0434,6.8702,0.9001,0.2299,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.581,62.786,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
lz4,large_random_1024.bin,1073741824,1024.0,65536,1.00,7.14,181.97,150.467,5.901,155.142,155.753,461.362,0.009184,0.0260,4.5149,0.5462,0.1529,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,large_random_1024.bin,1073741824,1024.0,65536,1.00,7.14,178.32,150.485,6.022,39.132,39.286,228.903,0.009185,0.0332,6.3275,0.6906,0.2156,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,242.809,95.643,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,large_random_1024.bin,1073741824,1024.0,65536,0.99,27.21,73.87,39.455,14.535,39.867,40.180,119.502,0.002408,0.0675,0.4881,0.0982,0.0963,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.153,63.199,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
snappy,large_random_1024.bin,1073741824,1024.0,65536,0.99,27.24,73.36,39.414,14.636,155.212,156.432,351.058,0.002406,0.0304,0.4919,0.0440,0.0978,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,large_random_1024.bin,1073741824,1024.0,65536,0.99,27.24,73.45,39.422,14.619,39.516,39.827,118.765,0.002406,0.0442,0.3503,0.0639,0.0699,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,238.172,96.385,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,xlarge_random_4096.bin,4294967296,4096.0,65536,1.00,57.72,276.43,74.406,15.537,154.892,154.911,384.209,0.001135,0.1222,1.2343,0.1574,0.0691,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.431,250.216,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
cascaded,xlarge_random_4096.bin,4294967296,4096.0,65536,1.00,57.47,276.27,74.733,15.546,642.152,642.230,1359.115,0.001140,0.1530,1.1940,0.1993,0.0671,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,xlarge_random_4096.bin,4294967296,4096.0,65536,1.00,57.54,276.12,74.639,15.555,158.998,159.017,392.654,0.001139,0.1500,1.1791,0.1950,0.0662,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,911.356,344.880,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_random_4096.bin,4294967296,4096.0,65536,1.00,7.08,206.57,606.333,20.792,157.141,157.760,921.234,0.009252,0.0163,0.4974,1.3881,0.0501,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.086,247.067,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_random_4096.bin,4294967296,4096.0,65536,1.00,7.10,207.16,605.332,20.732,640.837,643.360,1889.529,0.009237,0.0171,0.6750,1.4595,0.0676,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_random_4096.bin,4294967296,4096.0,65536,1.00,7.09,206.76,605.616,20.773,160.093,160.723,926.432,0.009241,0.0140,0.4452,1.1923,0.0447,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,910.629,382.645,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_random_4096.bin,4294967296,4096.0,65536,0.99,27.64,106.41,155.370,40.362,154.833,156.049,466.252,0.002371,0.0194,0.2934,0.1092,0.1113,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.211,238.595,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_random_4096.bin,4294967296,4096.0,65536,0.99,27.65,106.30,155.348,40.404,642.935,647.988,1446.272,0.002370,0.0196,0.3211,0.1103,0.1221,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_random_4096.bin,4294967296,4096.0,65536,0.99,27.65,106.34,155.343,40.389,158.911,160.160,474.414,0.002370,0.0231,0.3018,0.1296,0.1148,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,910.055,341.984,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,medium_TTI_100.bin,104857600,100.0,65536,1.04,50.82,178.09,2.063,0.589,4.058,3.893,10.014,0.001289,7.3949,19.9792,0.4617,0.0943,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.492,5.973,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
cascaded,medium_TTI_100.bin,104857600,100.0,65536,1.04,56.31,190.78,1.862,0.550,15.162,14.546,31.570,0.001164,0.3544,3.4121,0.0118,0.0101,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,medium_TTI_100.bin,104857600,100.0,65536,1.04,51.32,179.14,2.043,0.585,4.381,4.203,10.628,0.001277,6.5916,17.1313,0.3796,0.0728,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,23.714,8.920,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,medium_TTI_100.bin,104857600,100.0,65536,1.06,5.99,92.32,17.507,1.136,4.325,4.096,25.928,0.010942,0.2132,2.6912,0.7218,0.0380,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.324,5.870,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
lz4,medium_TTI_100.bin,104857600,100.0,65536,1.06,6.02,92.80,17.420,1.130,15.140,14.340,46.900,0.010887,0.1097,0.8133,0.3281,0.0101,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,medium_TTI_100.bin,104857600,100.0,65536,1.06,6.03,92.70,17.398,1.131,4.392,4.160,25.951,0.010874,0.1214,1.7311,0.3758,0.0231,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,23.153,9.031,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,medium_TTI_100.bin,104857600,100.0,65536,1.05,22.85,101.21,4.590,1.036,4.179,3.975,12.744,0.002868,2.4099,10.6470,0.7652,0.1660,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.261,5.861,67108864,67108864,2,,,,,,lunaris_FULL_20260525_215519
