Tag,Rep,ChunkSize,NumFiles,Duplicates,UncompressedBytes,Chunks,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs
46eac67,0,65536,1,512,527433728,8208,32.816062,159.133761,16.072426,3.314405
46eac67,1,65536,1,512,527433728,8208,32.419108,187.014410,16.269224,2.820284
46eac67,2,65536,1,512,527433728,8208,32.260945,184.234123,16.348986,2.862845
46eac67,3,65536,1,512,527433728,8208,29.469673,186.781209,17.897509,2.823805
46eac67,4,65536,1,512,527433728,8208,32.258100,181.505370,16.350428,2.905885
46eac67,5,65536,1,512,527433728,8208,33.673207,180.954881,15.663305,2.914725
46eac67,6,65536,1,512,527433728,8208,32.303467,186.361545,16.327465,2.830164
46eac67,7,65536,1,512,527433728,8208,29.939811,184.737443,17.616468,2.855045
46eac67,8,65536,1,512,527433728,8208,32.326510,184.716742,16.315826,2.855365
46eac67,9,65536,1,512,527433728,8208,29.065682,187.842885,18.146271,2.807845
46eac67,10,65536,1,512,527433728,8208,32.289699,185.786433,16.334427,2.838925
46eac67,11,65536,1,512,527433728,8208,32.581803,169.216047,16.187984,3.116925
46eac67,12,65536,1,512,527433728,8208,32.864728,170.537921,16.048626,3.092765
46eac67,13,65536,1,512,527433728,8208,28.899675,182.192604,18.250507,2.894924
46eac67,14,65536,1,512,527433728,8208,32.326669,186.311446,16.315746,2.830925
46eac67,15,65536,1,512,527433728,8208,32.292312,181.993946,16.333105,2.898084
46eac67,16,65536,1,512,527433728,8208,30.953361,183.544268,17.039627,2.873605
46eac67,17,65536,1,512,527433728,8208,32.208778,184.708985,16.375465,2.855485
46eac67,18,65536,1,512,527433728,8208,32.281165,187.381153,16.338745,2.814764
46eac67,19,65536,1,512,527433728,8208,31.073206,182.548178,16.973907,2.889285
46eac67,20,65536,1,512,527433728,8208,32.396562,184.538433,16.280546,2.858124
46eac67,21,65536,1,512,527433728,8208,31.440853,182.220232,16.775427,2.894485
46eac67,22,65536,1,512,527433728,8208,32.724199,185.872912,16.117544,2.837604
46eac67,23,65536,1,512,527433728,8208,32.353716,183.772001,16.302107,2.870044
46eac67,24,65536,1,512,527433728,8208,31.708276,182.608919,16.633945,2.888324
46eac67,25,65536,1,512,527433728,8208,32.063568,185.807374,16.449627,2.838605
46eac67,26,65536,1,512,527433728,8208,32.455891,186.187804,16.250786,2.832805
46eac67,27,65536,1,512,527433728,8208,31.530017,183.646522,16.727987,2.872005
46eac67,28,65536,1,512,527433728,8208,32.013512,183.882136,16.475348,2.868325
46eac67,29,65536,1,512,527433728,8208,32.430586,184.298494,16.263466,2.861845
86df633,0,65536,1,512,527433728,8208,34.152110,160.534463,15.443665,3.285486
86df633,1,65536,1,512,527433728,8208,33.442189,183.859060,15.771507,2.868685
86df633,2,65536,1,512,527433728,8208,34.675165,186.614681,15.210706,2.826325
86df633,3,65536,1,512,527433728,8208,34.642457,187.567672,15.225067,2.811965
86df633,4,65536,1,512,527433728,8208,32.105645,182.953441,16.428068,2.882885
86df633,5,65536,1,512,527433728,8208,34.304928,183.874449,15.374867,2.868445
86df633,6,65536,1,512,527433728,8208,34.848182,188.078667,15.135186,2.804325
86df633,7,65536,1,512,527433728,8208,33.523728,187.733245,15.733147,2.809485
86df633,8,65536,1,512,527433728,8208,34.618812,183.856493,15.235466,2.868725
86df633,9,65536,1,512,527433728,8208,34.771999,187.792066,15.168346,2.808605
86df633,10,65536,1,512,527433728,8208,34.916469,185.558959,15.105586,2.842405
86df633,11,65536,1,512,527433728,8208,33.367044,185.935824,15.807026,2.836644
86df633,12,65536,1,512,527433728,8208,34.585396,168.212204,15.250186,3.135526
86df633,13,65536,1,512,527433728,8208,34.580133,185.600759,15.252507,2.841765
86df633,14,65536,1,512,527433728,8208,34.701996,185.175899,15.198945,2.848285
86df633,15,65536,1,512,527433728,8208,34.155911,186.343037,15.441946,2.830445
86df633,16,65536,1,512,527433728,8208,34.513971,185.799509,15.281746,2.838725
86df633,17,65536,1,512,527433728,8208,34.366355,184.838437,15.347386,2.853485
86df633,18,65536,1,512,527433728,8208,34.451028,163.106045,15.309666,3.233686
86df633,19,65536,1,512,527433728,8208,35.447566,182.399201,14.879265,2.891645
86df633,20,65536,1,512,527433728,8208,34.542360,185.212316,15.269186,2.847725
86df633,21,65536,1,512,527433728,8208,33.631122,186.924196,15.682906,2.821645
86df633,22,65536,1,512,527433728,8208,34.630723,181.016922,15.230226,2.913726
86df633,23,65536,1,512,527433728,8208,34.631905,185.608592,15.229706,2.841645
86df633,24,65536,1,512,527433728,8208,34.477329,187.232093,15.297987,2.817005
86df633,25,65536,1,512,527433728,8208,34.035391,182.122078,15.496626,2.896045
86df633,26,65536,1,512,527433728,8208,34.423864,185.123894,15.321747,2.849085
86df633,27,65536,1,512,527433728,8208,34.485898,183.442127,15.294186,2.875205
86df633,28,65536,1,512,527433728,8208,33.116140,187.381090,15.926787,2.814765
86df633,29,65536,1,512,527433728,8208,34.488875,184.484155,15.292866,2.858965
