Files,Duplicate data,Size in MB,Pages,Avg page size in KB,Max page size in KB,Ucompressed size in bytes,Compressed size in bytes,Compression ratio,Compression throughput (uncompressed) in GB/s,Decompression throughput (uncompressed) in GB/s,Compression time (ms),Decompression time (ms),Transfer H2D (ms),Transfer D2H (ms),Total time (ms),Avg chunk time (ms),Comp throughput stddev (GB/s),Decomp throughput stddev (GB/s),Comp time stddev (ms),Decomp time stddev (ms),Max abs diff,RMSE,PSNR (dB),Max rel error,Amplitude range
1,0,4294.967296,1,4294967.296000,4294967.296000,4294967296,1073741836,4.00,50.12,46.52,85.686,92.334,304.119,0.000,389.805,85.686414,0.1007,0.1989,0.1727,0.3975,2.1502e-04,7.2055e-06,67.81,1.2137e-02,1.7715e-02
