Algorithm,TestFile,FileSizeBytes,FileSizeMB,ChunkSize,CompressionRatio,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs,TransferH2DMs,TransferD2HMs,TotalTimeMs,AvgChunkTimeMs,CompThroughputStdDev,DecompThroughputStdDev,CompTimeStdDevMs,DecompTimeStdDevMs,NodeName,GPU,GPUArch,EnvLabel,Iterations,Warmup,Timestamp
cascaded,large_zeros_1024.bin,1073741824,1024.00,65536,92.04,175.24,40.55,6.127,26.477,155.631,1.691,163.450,0.000374,0.2623,0.2935,0.0092,0.1903,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,medium_TTI_100.bin,104857600,100.00,65536,1.04,55.93,189.98,1.875,0.552,14.903,14.297,31.074,0.001172,0.8595,3.8834,0.0286,0.0115,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,medium_binary_100.bin,104857600,100.00,65536,3.04,70.26,165.30,1.492,0.634,15.188,4.994,21.674,0.000933,0.9683,4.9195,0.0205,0.0191,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,medium_random_100.bin,104857600,100.00,65536,1.00,53.27,329.24,1.968,0.318,15.182,15.184,32.334,0.001230,0.8500,2.2176,0.0315,0.0022,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,medium_zeros_100.bin,104857600,100.00,65536,92.04,146.60,50.48,0.715,2.077,16.040,0.174,16.930,0.000447,6.0407,1.7912,0.0327,0.0761,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,small_TTI_10.bin,10485760,10.00,65536,1.61,29.52,24.72,0.355,0.424,1.687,1.045,3.088,0.002220,0.5485,0.3544,0.0066,0.0060,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,small_binary_10.bin,10485760,10.00,65536,3.04,28.87,62.82,0.363,0.167,1.721,0.566,2.651,0.002270,0.7081,1.2114,0.0089,0.0032,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,small_random_10.bin,10485760,10.00,65536,1.00,27.37,190.82,0.383,0.055,1.994,1.995,4.372,0.002394,0.7817,1.6089,0.0115,0.0005,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,small_zeros_10.bin,10485760,10.00,65536,92.04,78.20,24.70,0.134,0.425,1.693,0.018,1.846,0.000838,1.9712,0.5992,0.0034,0.0103,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,xlarge_TTI_4096.bin,3956277248,3773.00,65536,1.03,59.98,215.43,65.962,18.364,588.650,573.947,1228.558,0.001093,0.0908,0.7146,0.1001,0.0611,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,xlarge_binary_4096.bin,4294967296,4096.00,65536,3.04,79.93,128.67,53.731,33.381,644.812,212.066,910.609,0.000820,0.2134,0.7135,0.1435,0.1849,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,xlarge_random_4096.bin,4294967296,4096.00,65536,1.00,57.24,276.28,75.028,15.546,646.108,646.187,1367.323,0.001145,0.1970,1.1749,0.2586,0.0663,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
cascaded,xlarge_zeros_4096.bin,4294967296,4096.00,65536,92.04,175.19,54.42,24.516,78.927,645.009,7.008,676.532,0.000374,0.6296,0.0869,0.0885,0.1260,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260518_011429
