Algorithm,TestFile,FileSizeBytes,FileSizeMB,ChunkSize,CompressionRatio,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs,TransferH2DMs,TransferD2HMs,TotalTimeMs,AvgChunkTimeMs,CompThroughputStdDev,DecompThroughputStdDev,CompTimeStdDevMs,DecompTimeStdDevMs,NodeName,GPU,GPUArch,EnvLabel,Iterations,Warmup,Timestamp
lz4,large_TTI_1024.bin,719323136,686.00,65536,1.04,7.48,143.10,96.223,5.027,103.119,99.317,298.659,0.008767,0.0156,11.4897,0.2005,0.4296,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,large_binary_1024.bin,1073741824,1024.00,65536,3.25,22.32,200.04,48.110,5.368,154.286,47.448,249.845,0.002936,0.0556,3.0827,0.1197,0.0823,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,large_random_1024.bin,1073741824,1024.00,65536,1.00,7.25,177.50,148.079,6.049,154.725,155.334,458.138,0.009038,0.0286,3.3295,0.5835,0.1158,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,large_zeros_1024.bin,1073741824,1024.00,65536,245.45,162.51,241.66,6.607,4.443,154.382,0.629,161.618,0.000403,0.1362,0.1806,0.0055,0.0033,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,medium_TTI_100.bin,104857600,100.00,65536,1.06,5.98,92.75,17.530,1.131,15.060,14.264,46.855,0.010956,0.0598,1.0798,0.1760,0.0135,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,medium_binary_100.bin,104857600,100.00,65536,3.26,16.04,204.77,6.539,0.512,15.076,4.625,26.239,0.004087,0.0918,1.7279,0.0375,0.0044,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,medium_random_100.bin,104857600,100.00,65536,1.00,5.58,171.33,18.804,0.612,15.038,15.097,48.939,0.011753,0.0286,1.0611,0.0967,0.0038,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,medium_zeros_100.bin,104857600,100.00,65536,245.45,104.30,405.72,1.005,0.258,15.085,0.061,16.152,0.000628,1.6288,12.1400,0.0155,0.0078,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,small_TTI_10.bin,10485760,10.00,65536,1.65,1.61,13.22,6.528,0.793,1.604,0.973,9.105,0.040798,0.0045,0.0368,0.0183,0.0022,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,small_binary_10.bin,10485760,10.00,65536,3.26,2.15,40.84,4.871,0.257,1.636,0.502,7.008,0.030442,0.0054,0.5745,0.0122,0.0036,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,small_random_10.bin,10485760,10.00,65536,1.00,1.90,42.63,5.521,0.246,1.596,1.602,8.718,0.034506,0.0062,0.7305,0.0181,0.0044,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,small_zeros_10.bin,10485760,10.00,65536,245.45,31.63,82.48,0.332,0.127,1.901,0.008,2.240,0.002072,0.7117,1.3788,0.0076,0.0021,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,xlarge_TTI_4096.bin,3956277248,3773.00,65536,1.04,7.41,188.95,534.137,20.938,584.385,562.951,1681.473,0.008848,0.0106,0.6825,0.7632,0.0757,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,xlarge_binary_4096.bin,4294967296,4096.00,65536,3.26,22.46,242.30,191.223,17.726,637.434,195.568,1024.225,0.002918,0.0563,1.4420,0.4808,0.1052,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,xlarge_random_4096.bin,4294967296,4096.00,65536,1.00,7.24,207.17,593.134,20.732,638.697,641.211,1873.043,0.009051,0.0152,0.3847,1.2437,0.0385,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
lz4,xlarge_zeros_4096.bin,4294967296,4096.00,65536,245.45,166.30,303.34,25.827,14.159,640.491,2.609,668.928,0.000394,0.2400,1.8992,0.0373,0.0884,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
snappy,large_TTI_1024.bin,719323136,686.00,65536,1.03,26.06,74.23,27.598,9.691,103.191,99.724,230.513,0.002514,0.0961,3.7417,0.1022,0.5591,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
snappy,large_binary_1024.bin,1073741824,1024.00,65536,2.95,27.93,73.15,38.450,14.678,153.904,52.108,244.462,0.002347,0.0485,0.4185,0.0669,0.0839,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
snappy,large_random_1024.bin,1073741824,1024.00,65536,0.99,27.04,73.64,39.708,14.581,154.287,155.500,349.495,0.002424,0.0344,0.3225,0.0505,0.0636,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
snappy,large_zeros_1024.bin,1073741824,1024.00,65536,21.30,28.81,59.63,37.276,18.008,154.360,7.247,198.883,0.002275,0.0359,0.4160,0.0465,0.1254,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
snappy,medium_TTI_100.bin,104857600,100.00,65536,1.05,24.09,107.64,4.352,0.974,15.078,14.342,33.772,0.002720,0.0799,2.0354,0.0145,0.0187,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260314_190340
