Files,Duplicate data,Size in MB,Pages,Avg page size in KB,Max page size in KB,Ucompressed size in bytes,Compressed size in bytes,Compression ratio,Compression throughput (uncompressed) in GB/s,Decompression throughput (uncompressed) in GB/s,Compression time (ms),Decompression time (ms),Transfer H2D (ms),Transfer D2H (ms),Total time (ms),Avg chunk time (ms),Comp throughput stddev (GB/s),Decomp throughput stddev (GB/s),Comp time stddev (ms),Decomp time stddev (ms),Max abs diff,RMSE,PSNR (dB),Max rel error,Amplitude range
1,0,4294.967296,1,4294967.296000,4294967.296000,4294967296,1649462312,2.60,18.45,34.34,232.841,125.068,314.499,0.000,547.340,232.841260,0.0563,0.0900,0.7145,0.3280,1.5154e-05,7.4423e-07,87.53,8.5544e-04,1.7715e-02
