Files,Duplicate data,Size in MB,Pages,Avg page size in KB,Max page size in KB,Ucompressed size in bytes,Compressed size in bytes,Compression ratio,Compression throughput (uncompressed) in GB/s,Decompression throughput (uncompressed) in GB/s,Compression time (ms),Decompression time (ms),Transfer H2D (ms),Transfer D2H (ms),Total time (ms),Avg chunk time (ms),Comp throughput stddev (GB/s),Decomp throughput stddev (GB/s),Comp time stddev (ms),Decomp time stddev (ms),Max abs diff,RMSE,PSNR (dB),Max rel error,Amplitude range
1,0,104.857600,1,104857.600000,104857.600000,104857600,14335736,7.31,32.00,87.05,3.277,1.205,15.758,0.000,19.034,3.276752,0.1457,1.9962,0.0149,0.0305,2.5559e-03,1.6158e-04,39.27,1.7210e-01,1.4852e-02
