"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
10,10,"Agent 2",1,74164,74164,1024,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES",16.000000,4810595604909,4810595608597
10,10,"Agent 2",1,74164,74164,1024,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"VALUUtilization",98.148148,4810595604909,4810595608597
11,11,"Agent 2",2,74164,74164,204800,14,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<1, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,25600,0,72,0,112,"GRBM_GUI_ACTIVE",189502.000000,4810595710666,4810595713392
11,11,"Agent 2",2,74164,74164,204800,14,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<1, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,25600,0,72,0,112,"OccupancyPercent",1.588909,4810595710666,4810595713392
11,11,"Agent 2",2,74164,74164,204800,14,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<1, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,25600,0,72,0,112,"MemUnitStalled",0.00000000e+00,4810595710666,4810595713392
11,11,"Agent 2",2,74164,74164,204800,14,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<1, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,25600,0,72,0,112,"SQ_BUSY_CYCLES",134720.000000,4810595710666,4810595713392
11,11,"Agent 2",2,74164,74164,204800,14,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<1, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,25600,0,72,0,112,"SQ_WAVES",3200.000000,4810595710666,4810595713392
11,11,"Agent 2",2,74164,74164,204800,14,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<1, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,25600,0,72,0,112,"VALUUtilization",100.000000,4810595710666,4810595713392
12,12,"Agent 2",2,74164,74164,204800,24,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<2, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,17408,0,76,4,112,"GRBM_GUI_ACTIVE",178072.000000,4810595826125,4810595828972
12,12,"Agent 2",2,74164,74164,204800,24,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<2, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,17408,0,76,4,112,"OccupancyPercent",2.520181,4810595826125,4810595828972
