"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"HIP_API",36177,1042536183,28817.651629,89.94,79,330698914,2222782.649187
"MEMORY_COPY",12800,98126032,7666.096250,8.47,5813,23773,1891.723622
"KERNEL_DISPATCH",73,18449397,252731.465753,1.59,2245,1784008,521012.825662
